player_id,team_id,season_id,G,GS,MP,FG,FGA,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Exp,Salary
323,5,1,79,5,14.2,1.6,3.6,.533,0.8,1.0,.789,0.8,1.3,2.1,0.5,0.5,0.3,0.3,1.4,4.6,1,"$1,891,857"
326,5,1,73,5,13.5,1.6,3.7,.517,0.7,0.9,.710,0.5,1.2,1.7,1.3,0.6,0.2,0.7,1.6,4.5,2,"$3,510,480"
90,5,1,9,1,12.6,2.4,5.0,.656,0.3,0.4,.750,0.9,1.9,2.8,0.6,0.2,0.1,0.0,1.7,6.9,7,"$2,845,342"
318,5,1,58,0,12.5,2.3,5.0,.527,1.2,1.7,.735,0.3,1.4,1.7,1.4,0.4,0.2,0.7,1.0,6.5,5,"$2,087,519"
203,5,1,36,1,8.9,1.5,4.1,.497,0.2,0.3,.800,0.1,1.0,1.1,1.1,0.4,0.1,0.3,0.4,4.3,6,"$6,500,000"
324,5,1,4,0,5.3,1.0,1.8,.571,0.0,0.0,,1.3,0.3,1.5,0.3,0.0,0.0,0.3,0.3,2.0,1,
330,5,1,6,0,5.0,0.7,0.8,.900,0.3,0.3,1.000,0.2,0.3,0.5,1.0,0.0,0.0,0.2,0.3,1.8,R,
321,5,1,12,0,4.4,0.7,1.3,.633,0.2,0.2,1.000,0.3,0.5,0.8,0.3,0.1,0.1,0.2,0.9,1.8,1,
316,5,1,17,0,4.4,0.7,1.5,.577,0.4,0.5,.750,0.3,0.9,1.2,0.5,0.0,0.0,0.1,0.4,2.1,3,"$5,893,768"
322,5,1,6,0,4.2,0.7,1.3,.500,0.3,0.3,1.000,0.7,0.7,1.3,0.3,0.2,0.0,0.0,0.5,1.7,R,
333,5,2,79,79,37.8,8.2,17.2,.507,6.6,7.7,.853,0.5,3.8,4.3,5.3,1.1,0.6,1.7,2.0,24.0,14,"$28,600,000"
328,5,2,79,78,36.5,6.8,15.3,.534,2.8,3.3,.838,0.6,4.0,4.5,5.1,0.7,0.2,2.1,2.4,19.1,4,"$11,111,111"
320,5,2,25,23,34.9,6.8,15.0,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,9,"$40,064,220"
327,5,2,76,74,34.3,7.7,15.9,.522,1.4,1.7,.822,2.8,7.8,10.5,3.3,0.7,0.8,1.6,2.5,18.0,12,"$18,518,519"
315,5,2,76,37,29.1,4.7,9.5,.583,1.1,1.4,.810,0.7,2.1,2.8,3.2,0.9,0.5,1.4,2.2,12.2,2,"$6,481,482"
332,5,2,71,57,28.7,3.6,7.6,.593,1.0,1.4,.760,0.9,3.0,3.8,3.5,1.7,1.0,1.4,2.5,10.1,6,"$9,460,000"
329,5,2,43,30,27.3,3.7,8.3,.525,1.2,1.5,.788,1.1,2.8,3.9,1.5,0.9,0.8,1.3,2.0,10.0,3,"$9,835,881"
139,5,2,9,5,25.6,5.0,8.3,.667,1.1,1.4,.769,2.2,5.2,7.4,0.6,1.1,0.9,0.8,2.1,12.2,4,"$127,683"
139,5,2,9,5,25.6,5.0,8.3,.667,1.1,1.4,.769,2.2,5.2,7.4,0.6,1.1,0.9,0.8,2.1,12.2,4,"$116,075"
90,5,2,53,14,19.8,2.0,4.7,.550,0.5,0.7,.750,1.3,2.8,4.1,1.1,0.6,0.4,0.6,2.1,5.7,6,"$2,528,233"
205,5,2,79,10,17.1,3.4,6.1,.556,1.6,2.8,.592,3.4,5.6,9.0,0.5,0.9,0.6,1.0,1.8,8.4,11,"$3,360,000"
203,5,2,72,0,13.9,1.9,5.1,.484,0.1,0.1,.571,0.2,0.7,0.8,1.3,0.5,0.2,0.5,1.0,5.0,5,"$6,190,476"
331,5,2,23,1,11.7,1.4,3.7,.452,0.2,0.2,.800,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5,R,"$500,000"
331,5,2,23,1,11.7,1.4,3.7,.452,0.2,0.2,.800,0.3,1.1,1.4,0.6,0.1,0.1,0.4,1.0,3.5,R,
326,5,2,59,2,11.5,1.2,2.7,.494,0.4,0.7,.581,0.5,1.4,1.9,1.4,0.5,0.3,0.5,1.4,3.1,1,"$3,350,760"
323,5,2,40,0,8.1,0.8,1.9,.494,0.3,0.5,.684,0.3,0.6,0.9,0.3,0.2,0.2,0.3,1.0,2.2,R,"$1,600,000"
334,5,2,4,0,7.5,1.0,2.5,.500,0.3,0.5,.500,0.3,0.8,1.0,1.0,0.5,0.3,0.5,1.5,2.8,R,
324,5,2,9,0,7.3,1.6,3.0,.519,0.9,1.3,.667,2.1,1.9,4.0,0.0,0.1,0.0,0.6,0.6,4.0,R,
336,5,2,31,0,6.1,0.6,1.3,.538,0.1,0.2,.800,0.5,0.6,1.2,0.3,0.2,0.1,0.2,0.5,1.5,2,"$2,019,706"
335,5,2,5,0,2.6,0.0,0.8,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,R,
333,5,3,74,74,36.2,8.9,17.6,.522,6.2,7.1,.872,0.5,4.2,4.6,5.1,1.1,0.5,2.1,2.5,24.5,13,"$27,300,000"
320,5,3,77,77,35.9,8.7,18.0,.558,4.7,5.6,.848,0.5,3.9,4.5,4.2,0.9,0.2,2.5,2.1,24.8,8,"$37,096,500"
327,5,3,82,82,33.5,7.3,14.0,.573,1.6,1.9,.835,1.9,9.1,11.0,3.2,0.7,0.7,1.7,2.2,17.6,11,"$22,000,000"
329,5,3,82,65,28.3,3.8,8.3,.549,1.1,1.3,.857,1.0,3.0,4.0,1.2,0.9,0.9,1.2,1.8,10.2,2,"$7,775,400"
337,5,3,22,22,27.5,2.1,5.4,.500,0.4,0.7,.533,0.9,4.0,4.9,3.5,1.0,0.7,0.8,2.9,5.8,10,"$506,508"
315,5,3,80,51,26.2,3.5,7.1,.545,0.8,1.0,.805,0.6,2.2,2.8,2.6,0.8,0.3,1.2,2.3,8.6,1,"$1,563,518"
332,5,3,67,36,23.5,1.9,4.3,.551,0.9,1.1,.808,0.6,2.3,2.9,2.9,1.5,0.7,1.1,2.4,5.6,5,"$9,030,000"
328,5,3,74,2,23.4,3.6,8.0,.551,0.8,0.9,.871,0.2,2.6,2.9,2.8,0.7,0.1,1.0,1.6,9.7,3,"$7,413,955"
204,5,3,51,0,15.4,2.5,5.9,.500,0.5,0.8,.659,0.3,1.1,1.4,2.7,0.2,0.1,1.1,1.2,6.4,14,"$1,836,090"
139,5,3,32,1,15.0,1.9,3.4,.625,0.9,1.4,.667,0.8,1.9,2.8,0.7,0.8,0.7,0.6,1.6,5.2,3,"$1,815,677"
340,5,3,64,0,14.0,1.8,3.6,.559,1.0,1.3,.738,0.9,1.5,2.4,0.5,0.5,0.6,0.4,1.3,5.0,6,
205,5,3,67,0,12.7,2.5,4.1,.606,1.0,1.9,.536,2.1,4.6,6.6,0.5,0.7,0.4,1.1,1.7,6.0,10,"$3,200,000"
339,5,3,7,0,8.0,0.9,2.1,.500,0.7,1.1,.625,0.1,0.6,0.7,0.9,0.3,0.0,0.3,0.3,2.9,1,"$357,717"
339,5,3,7,0,8.0,0.9,2.1,.500,0.7,1.1,.625,0.1,0.6,0.7,0.9,0.3,0.0,0.3,0.3,2.9,1,
336,5,3,5,0,7.2,1.8,2.0,.950,0.2,0.8,.250,1.0,0.6,1.6,0.0,0.0,0.2,0.0,0.4,4.0,1,
326,5,3,38,0,5.6,0.8,1.9,.493,0.4,0.6,.667,0.3,0.7,1.0,0.6,0.3,0.1,0.2,0.6,2.2,R,"$3,191,400"
341,5,3,7,0,2.9,0.3,1.0,.357,0.1,0.3,.500,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.7,0.9,1,"$1,563,518"
338,5,3,12,0,2.8,0.5,1.0,.625,0.3,0.3,1.000,0.1,0.8,0.9,0.1,0.1,0.1,0.1,0.2,1.6,5,"$2,036,318"
43,5,3,5,0,1.8,0.4,0.8,.625,0.0,0.0,,0.0,0.6,0.6,0.0,0.0,0.0,0.0,0.2,1.0,1,
333,5,4,76,76,36.1,10.2,20.2,.521,6.8,7.8,.877,0.7,4.4,5.2,4.9,0.9,0.3,2.4,2.3,27.9,12,"$26,000,000"
320,5,4,67,67,34.7,8.4,17.7,.554,4.8,5.6,.853,0.3,4.3,4.6,4.5,0.6,0.3,2.6,1.8,24.4,7,"$19,500,000"
312,5,4,35,35,34.6,4.6,10.9,.567,0.6,0.8,.750,1.0,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13.0,4,"$18,604,651"
327,5,4,73,73,33.1,7.5,15.8,.518,1.3,1.7,.760,1.9,9.1,11.0,3.2,1.0,1.0,1.9,2.5,17.6,10,"$24,000,000"
332,5,4,41,18,28.0,2.5,6.2,.480,1.4,1.8,.795,0.8,2.8,3.6,4.0,1.7,0.4,1.4,2.6,7.4,4,"$8,604,651"
328,5,4,61,17,27.5,4.6,10.6,.539,1.3,1.5,.857,0.3,2.7,3.0,2.9,0.5,0.2,1.1,2.2,12.7,2,"$5,837,760"
315,5,4,77,40,27.4,3.6,6.9,.585,0.7,1.0,.679,0.4,2.4,2.8,3.3,0.8,0.4,1.4,2.4,8.8,R,"$925,258"
329,5,4,17,9,24.8,3.2,6.0,.603,1.8,2.4,.732,1.0,3.1,4.1,0.9,0.5,0.5,0.9,1.6,9.0,1,"$7,422,000"
139,5,4,65,45,23.4,2.7,5.0,.597,1.2,1.5,.833,1.4,2.8,4.2,0.9,1.0,0.5,0.5,2.0,7.2,2,"$1,669,178"
340,5,4,51,8,17.6,2.1,3.8,.590,1.1,1.4,.800,1.2,2.1,3.3,0.6,0.5,0.6,0.6,2.1,5.6,5,
141,5,4,23,3,16.3,2.3,4.0,.565,1.1,2.1,.542,1.8,3.0,4.7,0.6,0.5,0.3,0.5,1.7,5.7,10,"$1,000,000"
343,5,4,66,7,16.0,1.6,3.9,.510,0.3,0.4,.769,0.6,2.5,3.1,1.0,0.5,0.1,0.4,0.9,4.3,3,
346,5,4,17,3,12.1,1.4,3.6,.467,0.1,0.5,.250,0.8,1.2,1.9,0.3,0.1,0.2,0.4,1.5,3.5,4,"$1,293,926"
347,5,4,40,0,11.5,1.4,3.4,.541,0.4,0.5,.800,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4.0,2,"$1,669,178"
43,5,4,16,0,10.4,1.2,2.8,.545,0.4,0.6,.700,0.6,1.3,1.8,0.4,0.2,0.1,0.2,1.1,3.4,R,"$53,176"
215,5,4,20,2,10.0,1.2,1.9,.605,1.1,1.6,.656,0.8,1.9,2.7,0.2,0.2,0.2,0.4,1.4,3.4,2,$0
338,5,4,55,7,10.0,1.3,2.2,.585,0.3,0.5,.655,1.2,2.2,3.4,0.5,0.2,0.6,0.6,1.1,3.0,4,"$1,789,256"
344,5,4,11,0,7.7,1.0,2.1,.522,0.5,0.8,.556,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6,1,$0
218,5,4,16,0,7.6,0.8,1.4,.522,0.3,0.4,.571,1.0,1.3,2.3,0.5,0.2,0.0,0.5,0.9,1.8,3,"$705,598"
341,5,4,9,0,3.9,0.4,1.7,.300,0.9,1.2,.727,0.6,0.6,1.1,0.0,0.1,0.1,0.2,0.7,1.9,R,"$925,258"
345,5,4,1,0,3.0,1.0,1.0,1.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,R,"$106,352"
342,5,4,1,0,2.0,0.0,0.0,,0.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,4,"$102,831"
320,5,5,58,58,35.1,9.8,19.4,.596,4.4,5.1,.849,0.6,4.4,5.0,4.9,0.8,0.5,3.5,2.4,27.4,6,"$19,500,000"
327,5,5,26,26,32.6,8.8,18.8,.532,1.5,1.8,.870,2.3,9.3,11.5,3.9,0.9,0.8,1.7,2.2,21.5,9,"$26,000,000"
328,5,5,69,54,31.2,5.4,13.1,.506,1.9,2.1,.901,0.4,3.7,4.1,4.8,0.6,0.2,2.3,2.6,15.1,1,"$5,572,680"
329,5,5,71,71,27.9,3.6,7.4,.534,1.3,1.8,.728,0.9,3.7,4.6,1.4,0.9,0.6,1.4,1.8,9.2,R,"$7,068,360"
235,5,5,56,25,27.3,2.8,6.8,.503,0.7,0.9,.800,0.5,2.3,2.9,2.2,0.8,0.5,1.0,2.3,7.6,10,"$4,767,000"
354,5,5,51,26,25.8,4.9,10.2,.594,1.5,1.8,.826,0.7,4.6,5.3,0.9,0.5,0.3,1.0,1.5,13.6,3,"$6,731,508"
134,5,5,23,14,25.0,4.0,7.7,.567,1.2,1.9,.651,1.7,4.2,5.9,1.8,0.7,0.6,1.1,2.0,10.0,3,"$5,000,000"
350,5,5,32,25,24.8,4.0,7.9,.528,2.6,3.5,.739,2.2,5.6,7.8,2.2,0.6,0.8,1.5,3.0,10.9,2,
359,5,5,68,23,24.3,5.4,9.7,.568,1.0,1.7,.628,2.5,3.8,6.2,4.3,1.1,0.6,2.0,2.2,12.1,13,"$13,545,000"
357,5,5,58,18,22.5,2.9,5.7,.578,1.2,1.4,.848,0.5,1.9,2.4,4.7,0.7,0.2,1.7,1.5,7.7,4,"$10,000,000"
356,5,5,25,6,21.6,3.6,8.1,.535,1.2,1.5,.838,1.1,4.4,5.5,2.0,0.5,0.2,1.0,1.5,9.9,7,
343,5,5,13,0,18.2,2.2,4.2,.600,0.4,0.5,.833,0.7,2.7,3.4,0.8,0.5,0.2,0.4,1.5,5.5,2,
358,5,5,62,3,16.7,2.5,6.7,.469,0.3,0.3,.941,0.4,2.8,3.2,1.7,0.5,0.1,0.7,1.1,6.5,3,"$4,642,800"
352,5,5,31,11,12.4,1.9,2.8,.690,0.9,1.3,.659,1.4,1.9,3.3,0.5,0.4,1.1,0.7,1.7,4.7,1,
348,5,5,6,0,11.2,0.3,1.7,.250,0.7,0.8,.800,0.3,2.8,3.2,0.3,0.3,0.0,0.5,1.2,1.5,10,"$9,720,900"
349,5,5,44,0,10.2,1.1,2.7,.526,0.3,0.5,.650,0.1,1.4,1.5,1.3,0.2,0.0,0.2,1.1,3.1,3,"$3,000,000"
353,5,5,7,0,9.1,0.7,2.6,.306,0.3,0.3,1.000,0.1,2.7,2.9,0.6,0.1,0.0,0.7,1.3,1.9,2,
139,5,5,16,0,8.0,0.9,1.9,.500,0.6,0.6,1.000,0.4,0.8,1.2,0.4,0.6,0.3,0.4,0.8,2.6,1,"$1,517,981"
95,5,5,13,0,7.2,0.7,2.1,.444,0.2,0.3,.500,0.1,1.1,1.2,0.3,0.2,0.5,0.1,0.1,2.0,3,
351,5,5,18,0,4.7,0.4,0.7,.538,0.5,0.9,.563,0.6,0.9,1.4,0.5,0.2,0.0,0.2,0.6,1.3,5,"$7,529,020"
344,5,5,11,0,4.5,1.0,1.9,.548,0.0,0.0,,0.2,0.3,0.5,0.6,0.4,0.0,0.0,0.3,2.1,R,$0
355,5,5,14,0,4.0,0.5,1.4,.395,0.0,0.1,.000,0.1,0.3,0.4,0.4,0.1,0.1,0.4,0.4,1.1,1,$0
320,5,6,60,60,34.8,9.0,20.0,.526,4.5,5.6,.802,0.7,4.1,4.8,4.2,1.5,0.5,3.4,2.2,25.5,5,"$19,500,000"
354,5,6,50,50,29.8,5.0,11.8,.517,2.5,3.1,.824,1.2,5.1,6.3,1.5,0.8,0.5,1.6,1.9,14.7,2,"$5,300,400"
350,5,6,43,43,29.2,4.3,8.0,.542,2.6,3.5,.737,3.2,6.2,9.4,1.2,0.8,0.8,1.7,3.8,11.3,1,
357,5,6,65,64,28.9,3.6,8.5,.488,1.6,1.9,.876,1.2,2.7,3.9,5.4,1.2,0.1,2.0,2.1,9.9,3,"$9,375,000"
328,5,6,65,1,25.8,4.8,12.2,.478,1.6,2.0,.791,0.4,3.1,3.5,2.7,0.8,0.1,1.7,1.8,13.2,R,"$5,307,120"
55,5,6,51,32,24.9,3.0,6.7,.487,0.8,1.1,.741,0.5,3.2,3.6,3.4,2.0,0.3,1.3,3.1,7.3,3,"$5,348,007"
359,5,6,64,16,24.9,4.2,9.4,.513,0.7,1.1,.583,1.5,3.5,4.9,1.8,1.4,0.4,1.6,2.1,10.3,12,"$12,900,000"
356,5,6,14,9,23.6,4.4,10.0,.529,1.4,1.9,.704,0.9,2.5,3.4,1.8,1.1,0.4,0.8,2.2,11.9,6,
353,5,6,28,10,18.8,2.9,6.3,.491,1.6,2.8,.590,0.6,3.2,3.9,0.9,1.0,0.3,1.0,1.7,7.8,1,"$2,332,320"
351,5,6,22,0,17.5,1.5,2.5,.630,0.8,1.0,.783,2.5,2.1,4.6,0.7,0.5,0.1,0.8,1.5,3.9,4,"$8,156,500"
349,5,6,58,4,16.0,1.6,3.8,.532,0.5,0.7,.711,0.3,1.6,1.9,1.7,0.5,0.1,0.6,1.7,4.5,2,"$3,000,000"
95,5,6,36,14,15.5,2.3,5.2,.521,0.6,0.8,.714,0.6,1.7,2.3,0.9,0.3,0.7,0.4,1.5,6.0,2,"$2,250,000"
352,5,6,43,7,14.2,2.2,3.1,.701,0.7,1.4,.533,1.2,1.3,2.5,0.5,0.3,1.3,0.7,2.3,5.1,R,"$898,310"
358,5,6,36,5,13.6,2.7,6.6,.506,0.2,0.2,.750,0.3,1.8,2.1,1.2,0.7,0.2,0.7,1.4,6.8,2,"$3,377,569"
210,5,6,43,10,11.3,1.8,3.8,.515,0.9,1.2,.780,0.5,1.5,2.0,1.1,0.8,0.4,0.4,1.3,4.9,2,"$898,310"
355,5,6,11,0,10.2,1.1,2.5,.536,0.2,0.4,.500,0.6,0.3,0.9,0.4,0.4,0.0,0.2,1.5,2.9,R,$0
360,5,6,2,0,3.0,1.0,1.5,.667,0.5,0.5,1.000,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.5,R,$0
34,5,7,38,38,34.9,4.0,10.4,.506,1.1,1.2,.891,0.5,3.9,4.4,2.2,1.8,0.6,1.2,2.1,11.6,5,
320,5,7,63,62,34.5,8.4,18.0,.520,5.0,6.0,.832,0.6,4.0,4.7,4.5,1.0,0.4,3.4,2.2,23.7,4,"$19,500,000"
356,5,7,15,15,32.8,6.5,13.4,.580,1.9,2.1,.906,0.9,4.6,5.5,2.7,1.2,0.6,1.7,1.9,17.5,5,
354,5,7,52,51,32.3,6.6,15.3,.506,3.3,3.8,.872,1.4,7.6,9.0,1.4,0.7,0.6,1.6,2.3,18.7,1,"$4,536,120"
368,5,7,4,0,31.8,7.3,13.5,.583,4.3,5.3,.810,1.3,6.8,8.0,1.0,1.0,0.8,1.0,2.0,20.0,3,"$88,531"
55,5,7,46,44,30.2,4.7,11.0,.458,1.2,1.5,.797,0.4,3.7,4.1,6.0,1.5,0.5,2.3,3.6,11.3,2,"$4,221,000"
363,5,7,6,3,27.8,6.3,14.5,.448,1.3,1.8,.727,0.7,3.8,4.5,5.0,1.8,0.2,1.7,2.3,14.3,1,
68,5,7,39,17,26.7,5.6,11.9,.514,2.0,2.8,.731,1.1,5.1,6.2,2.2,0.6,0.4,2.2,2.2,14.3,4,
350,5,7,44,44,25.2,4.1,8.4,.493,2.0,2.5,.795,2.0,5.0,7.0,1.8,0.6,1.3,1.5,3.5,10.3,R,
349,5,7,81,32,24.2,2.3,5.2,.544,1.1,1.3,.873,0.3,2.4,2.7,3.3,0.8,0.0,0.8,2.1,6.7,1,"$1,349,383"
366,5,7,22,6,24.1,5.5,12.3,.500,1.8,2.3,.780,2.1,5.2,7.3,1.3,0.5,0.4,1.3,2.8,14.1,3,
369,5,7,43,13,22.9,3.0,7.5,.461,1.0,1.5,.714,0.5,2.7,3.2,1.7,0.5,0.2,1.3,1.9,8.0,2,"$1,544,951"
364,5,7,74,36,21.7,4.1,7.2,.575,1.2,1.7,.724,1.9,2.0,3.9,1.2,0.1,1.1,1.3,1.7,9.5,10,"$14,357,750"
353,5,7,44,14,20.3,2.2,4.8,.493,0.5,0.9,.605,0.7,3.5,4.2,0.8,0.5,0.1,0.6,1.3,5.2,R,"$1,991,520"
210,5,7,73,11,19.6,2.5,5.8,.460,1.1,1.7,.667,0.5,2.6,3.0,1.9,1.2,0.4,0.8,1.7,6.5,1,"$1,311,265"
48,5,7,29,6,18.8,2.4,6.0,.483,0.9,1.2,.771,0.2,2.5,2.7,0.8,0.5,0.2,0.6,2.0,6.8,2,"$1,544,951"
365,5,7,31,12,17.3,2.2,5.4,.458,0.7,0.8,.880,0.3,1.4,1.7,2.7,0.6,0.2,1.1,1.6,5.7,3,"$3,263,295"
367,5,7,14,2,15.3,2.0,4.3,.558,0.3,0.4,.667,0.2,0.9,1.1,0.7,0.6,0.2,0.9,1.4,5.1,R,$0
362,5,7,57,3,14.5,2.9,6.9,.465,0.9,1.3,.658,0.1,1.7,1.9,0.7,0.2,0.2,0.6,0.7,7.3,1,"$1,349,383"
351,5,7,60,0,12.4,1.6,3.0,.531,0.8,1.2,.685,1.3,2.3,3.6,0.6,0.2,0.1,0.6,1.2,4.0,3,"$8,470,980"
361,5,7,10,1,12.0,1.3,3.9,.372,0.8,1.2,.667,1.1,1.5,2.6,1.3,0.1,0.0,0.8,0.7,3.7,R,$0
370,5,7,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,
375,6,1,71,71,31.4,8.2,18.6,.531,4.2,5.1,.823,0.8,3.7,4.5,5.0,1.3,0.2,2.1,2.0,24.0,7,"$35,410,310"
372,6,1,75,75,30.7,7.4,15.7,.562,3.0,3.4,.878,0.6,2.2,2.9,6.7,1.2,0.1,2.5,1.9,20.6,5,"$36,725,670"
376,6,1,71,71,30.5,7.1,12.8,.604,3.1,4.3,.725,2.3,7.0,9.3,3.2,0.9,1.6,2.0,2.0,18.5,3,"$11,227,657"
213,6,1,82,82,28.0,5.5,7.8,.706,2.4,3.4,.718,2.6,7.1,9.7,1.9,0.9,0.9,1.2,1.5,13.5,7,"$20,000,000"
360,6,1,50,37,25.5,3.3,7.5,.594,0.6,0.7,.824,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,9.4,5,"$15,212,068"
7,6,1,27,5,25.0,4.9,10.0,.596,2.4,2.9,.821,0.6,3.6,4.2,1.3,0.7,0.3,0.9,2.5,14.3,5,"$21,696,429"
10,6,1,38,3,23.8,3.6,7.8,.554,1.5,2.2,.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,8,
383,6,1,59,30,21.2,1.9,4.6,.561,0.3,0.5,.533,0.9,3.4,4.2,1.3,0.7,0.3,0.4,1.7,5.4,5,"$6,166,667"
14,6,1,51,1,20.6,3.3,6.8,.606,0.5,0.6,.793,0.7,3.0,3.7,1.3,0.3,0.1,0.9,2.5,8.7,8,
373,6,1,70,3,19.9,4.6,8.8,.606,1.8,2.1,.872,0.7,1.8,2.5,3.4,1.1,0.0,1.3,1.5,12.5,5,"$2,560,975"
374,6,1,71,4,19.7,2.4,6.0,.567,0.4,0.4,.966,0.5,1.7,2.2,1.5,0.7,0.2,0.5,1.7,7.2,4,"$2,164,993"
378,6,1,55,22,19.1,2.3,4.9,.569,0.6,0.8,.717,0.9,1.5,2.4,1.2,0.6,0.3,0.4,1.9,6.1,4,"$10,185,186"
380,6,1,5,1,12.6,2.6,6.4,.438,1.6,2.2,.727,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,7.2,R,"$66,503"
380,6,1,5,1,12.6,2.6,6.4,.438,1.6,2.2,.727,1.8,2.4,4.2,0.4,0.0,0.2,0.4,1.8,7.2,R,
377,6,1,2,0,12.5,1.0,3.5,.357,0.0,0.0,,0.5,1.5,2.0,1.0,0.0,0.5,0.0,0.0,2.5,4,"$115,743"
379,6,1,51,1,10.1,1.4,2.7,.589,0.5,0.6,.719,0.4,0.9,1.3,1.4,0.3,0.3,0.7,0.5,3.7,1,
382,6,1,47,3,9.6,1.4,3.2,.497,0.4,0.5,.792,0.8,1.3,2.0,0.9,0.3,0.1,0.6,1.1,3.6,R,"$3,326,160"
139,6,1,18,1,9.2,1.3,3.5,.429,0.3,0.6,.500,0.6,1.7,2.2,0.6,0.6,0.1,0.2,1.2,3.3,5,"$599,862"
141,6,1,40,0,8.2,0.8,1.8,.437,0.2,0.8,.233,0.8,2.6,3.4,0.6,0.1,0.3,0.4,0.9,1.7,13,"$2,087,519"
371,6,1,10,0,7.5,1.3,3.8,.487,0.0,0.0,,0.0,0.7,0.7,0.8,0.1,0.1,0.2,0.4,3.7,1,
381,6,1,12,0,7.3,0.4,1.7,.250,0.2,0.2,1.000,0.7,1.0,1.7,0.7,0.1,0.1,0.7,0.5,1.0,R,
282,6,1,9,0,4.7,1.0,1.7,.700,0.8,0.9,.875,0.3,0.3,0.7,0.1,0.2,0.3,0.7,0.7,3.1,3,
375,6,2,55,55,35.3,9.1,19.8,.545,5.0,5.8,.865,0.8,4.3,5.1,6.1,1.8,0.5,2.8,2.1,26.6,6,"$33,162,030"
372,6,2,57,57,33.4,6.6,14.8,.524,2.6,3.1,.834,0.5,2.1,2.7,6.5,1.3,0.1,3.1,1.7,18.0,4,"$34,005,250"
360,6,2,70,70,32.0,4.3,10.4,.533,1.1,1.4,.794,0.9,3.9,4.8,4.0,0.9,0.4,1.6,2.4,12.2,4,"$14,487,684"
213,6,2,77,77,31.7,6.7,10.6,.634,3.0,4.1,.742,3.2,7.4,10.5,2.7,0.7,1.1,1.6,1.9,16.5,6,"$20,000,000"
376,6,2,50,50,30.6,6.4,11.0,.600,2.5,3.4,.719,2.2,7.1,9.4,3.2,0.9,1.4,1.8,2.7,15.7,2,"$8,882,640"
10,6,2,68,10,28.8,5.1,12.1,.487,2.3,3.0,.766,0.6,3.5,4.1,5.1,1.1,0.5,1.7,1.8,14.0,7,"$15,384,616"
378,6,2,69,42,27.3,3.4,7.0,.577,1.3,2.0,.679,1.0,2.0,3.0,1.9,0.8,0.5,0.8,2.0,9.4,3,"$8,920,795"
14,6,2,82,10,22.3,3.5,7.7,.567,0.6,0.7,.850,0.3,3.1,3.4,1.2,0.4,0.2,0.9,2.3,9.4,7,"$8,800,000"
383,6,2,54,32,20.5,1.8,4.3,.584,0.4,0.5,.769,0.7,3.4,4.0,0.8,0.7,0.5,0.4,1.7,5.4,4,"$5,709,877"
374,6,2,61,1,17.5,2.6,6.4,.584,0.4,0.5,.929,0.4,1.6,2.0,1.8,0.3,0.1,0.3,1.2,8.0,3,"$1,997,238"
153,6,2,12,0,15.0,2.2,4.9,.542,0.4,0.7,.625,0.4,1.7,2.1,0.8,0.2,0.2,0.9,1.1,5.8,12,"$197,328"
153,6,2,12,0,15.0,2.2,4.9,.542,0.4,0.7,.625,0.4,1.7,2.1,0.8,0.2,0.2,0.9,1.1,5.8,12,"$116,075"
379,6,2,51,6,12.7,2.3,4.5,.535,0.8,1.1,.732,0.4,1.7,2.1,2.3,0.4,0.3,0.9,0.8,5.6,R,
141,6,2,49,0,11.2,1.5,2.4,.608,0.3,1.1,.288,1.5,2.1,3.6,1.0,0.2,0.3,0.6,1.2,3.3,12,"$2,019,706"
371,6,2,15,0,8.9,1.0,3.3,.408,0.1,0.3,.250,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7,R,
373,6,2,2,0,7.5,1.0,2.0,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,4,"$2,439,025"
384,6,2,10,0,7.2,1.0,2.4,.479,0.0,0.1,.000,0.3,0.7,1.0,0.6,0.2,0.0,0.2,0.6,2.3,1,
66,6,2,39,0,6.9,1.1,1.8,.618,0.5,0.5,.857,0.5,1.1,1.6,0.4,0.2,0.3,0.3,0.7,2.7,7,"$2,586,665"
